微博id,微博正文,头条文章url,原始图片url,被转发微博原始图片url,是否为原创微博,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
JElyT55mK,"转发理由://@虾圈兔://@秃噜皮皮酱:#超级星饭团# #2020饭团星力量大赏# 肖战！  
原始用户: 超级星饭团APP
转发内容: 超级星饭团|2020饭团星力量大赏 2020饭团星力量大赏，本次提名的是——年度最佳男艺人！  活动时间提名时间：2021.1.22-2021.1.25助力时间：2021.1.28-2021.2.11提名规则带话题#超级星饭团# #2020饭团星力量大赏# +你爱豆的名字转发微博，进入热转or热评即为报名提名成功。如有重复者将顺延至下一位。截止到25日12时热转前三名将获得应援金奖励。 注：每一个维度限15个名额入选，所有相关艺人最多入选3个维度。 助力规则1.每天登陆APP进入助力页面可获得10票； 2.每天在助力页面签到一次可获得5票； 3.将助力页面分享至微信、微博、QQ任一页面可获得5票； 活动奖励第一名： 1.奖杯 2.应援金3w 3.大屏 （1）成都春熙路正熙大厦屏*1天 （2）北京崇文门搜秀商城屏*1天（3）成都人民南路跳伞塔数码大厦*1天4.APP （1）超级星饭团开机屏*24h （2）超级星饭团banner*24h 第二名： 1.奖杯 2.应援金2w 3.大屏 （1）上海新世界大丸百货屏*1天 （2）成都人民南路跳伞塔数码大厦*1天4.APP （1）超级星饭团开机屏*12h （2）超级星饭团banner*12h 第三名： 1.奖杯 2.应援金1w 3.大屏 （1）北京王府井燕莎*1天 4.APP （1）超级星饭团开机屏*6h （2）超级星饭团banner*6h 如活动奖励中的大屏遇到特殊情况无法使用，则更换同等价位的其它大屏。本次活动谢绝未成年人参与，在参与活动之前，请详细阅读本活动规则，凡参与活动，视为参与用户已阅读、理解并同意活动规则及特别提示内容。 本次活动所有奖励均由经纪公司指定后援会/站子进行对接，如对活动有任何意见和疑问请联系微博@超级星饭团APP 本次活动最终解释权归超级星饭团所有。              原图                     ",,无,http://wx1.sinaimg.cn/large/0066jAPVly1gmwh80ekecj30ku6nw7wh.jpg,False,无,无,2021-01-22 13:30,Android,2,1,0
JElyOCUi3,"转发理由://@秃噜皮皮酱:#超级星饭团# #2020饭团星力量大赏# 肖战！  
原始用户: 超级星饭团APP
转发内容: 超级星饭团|2020饭团星力量大赏 2020饭团星力量大赏，本次提名的是——年度最佳男艺人！  活动时间提名时间：2021.1.22-2021.1.25助力时间：2021.1.28-2021.2.11提名规则带话题#超级星饭团# #2020饭团星力量大赏# +你爱豆的名字转发微博，进入热转or热评即为报名提名成功。如有重复者将顺延至下一位。截止到25日12时热转前三名将获得应援金奖励。 注：每一个维度限15个名额入选，所有相关艺人最多入选3个维度。 助力规则1.每天登陆APP进入助力页面可获得10票； 2.每天在助力页面签到一次可获得5票； 3.将助力页面分享至微信、微博、QQ任一页面可获得5票； 活动奖励第一名： 1.奖杯 2.应援金3w 3.大屏 （1）成都春熙路正熙大厦屏*1天 （2）北京崇文门搜秀商城屏*1天（3）成都人民南路跳伞塔数码大厦*1天4.APP （1）超级星饭团开机屏*24h （2）超级星饭团banner*24h 第二名： 1.奖杯 2.应援金2w 3.大屏 （1）上海新世界大丸百货屏*1天 （2）成都人民南路跳伞塔数码大厦*1天4.APP （1）超级星饭团开机屏*12h （2）超级星饭团banner*12h 第三名： 1.奖杯 2.应援金1w 3.大屏 （1）北京王府井燕莎*1天 4.APP （1）超级星饭团开机屏*6h （2）超级星饭团banner*6h 如活动奖励中的大屏遇到特殊情况无法使用，则更换同等价位的其它大屏。本次活动谢绝未成年人参与，在参与活动之前，请详细阅读本活动规则，凡参与活动，视为参与用户已阅读、理解并同意活动规则及特别提示内容。 本次活动所有奖励均由经纪公司指定后援会/站子进行对接，如对活动有任何意见和疑问请联系微博@超级星饭团APP 本次活动最终解释权归超级星饭团所有。              原图                     ",,无,http://wx1.sinaimg.cn/large/0066jAPVly1gmwh80ekecj30ku6nw7wh.jpg,False,无,无,2021-01-22 13:30,Android,0,2,0
JElxjx2Pe,"转发理由:可以抽亲签❗ 赶紧动手呀……人头数也很重要~#肖战蒙牛乳业品牌代言人#xz #支持肖战代言#   
原始用户: 秃噜皮皮酱
转发内容: #肖战蒙牛乳业品牌代言人##支持肖战代言# 还有人不知道可以为自己喜欢的店铺风格投票吗！？？肖战明星店新年开业店装由你定！！小奶虾们，快动起虾钳子！ 还有机会获得@X玖少年团肖战DAYTOY 亲笔签名照哦~  [组图共3张] 原图 ",,无,"http://ww4.sinaimg.cn/large/006gIRFYly1gmw9sl1ykbj30u05hs7wh.jpg,http://ww1.sinaimg.cn/large/006gIRFYly1gmw9slg3hqj30a00hqwf2.jpg,http://ww2.sinaimg.cn/large/006gIRFYly1gmw9slr50jj30u01uoki4.jpg",False,无,无,2021-01-22 13:26,Android,4,2,0
JElvFkWxv,"转发理由:#肖战蒙牛乳业品牌代言人# #牛蒙蒙送礼排面大#  
原始用户: 你该美丽中带着刺
转发内容: #肖战蒙牛乳业品牌代言人# 国民乳业品牌@蒙牛乳业 @牛蒙蒙官方微博 与顶流带货王@X玖少年团肖战DAYTOY 强强联手，拭目以待牛年蒙牛销量势不可挡！！！视频里肖战那句“干杯”，超级好听，元气满满！喝蒙牛，牛年旺！牛年大吉身体好！恭喜肖战成为蒙牛乳业品牌代言人！#牛蒙蒙送礼排面大# 蒙牛乳业的微博视频                      ",,无,无,False,无,无,2021-01-22 13:22,Android,6,1,0
JEl42FyAe,"转发理由:哈哈哈啊哈哈哈哈哈……你们有毒吧 #肖战蒙牛乳业品牌代言人#  xz#支持肖战代言#   
原始用户: 惊鸿遗梦录
转发内容: #肖战蒙牛乳业品牌代言人# 挤牛奶小达人小凡·张兴高采烈挤完牛奶发现......他是否需要转行！@X玖少年团肖战DAYTOY 惊鸿遗梦录的微博视频  ",,无,无,False,无,无,2021-01-22 12:14,Android,11,9,13
JEkLW5aM0,#肖战斗罗大陆#xz #肖战余生请多指教# 赚点点❗    就差一点点哦……@X玖少年团肖战DAYTOY 肖战最帅  [组图共4张] 原图 ,,"http://ww1.sinaimg.cn/large/006YX2hmly1gmwbdyy587j30ku0mcjve.jpg,http://ww3.sinaimg.cn/large/006YX2hmly1gmwb8ruof7j30k00zkwh0.jpg,http://ww3.sinaimg.cn/large/006YX2hmly1gmwb8s6wzjj30k00zkq5u.jpg,http://ww3.sinaimg.cn/large/006YX2hmly1gmwbdyoh0oj30k00zkgny.jpg",无,True,无,无,2021-01-22 11:29,肖战超话,23,15,23
JEjUJujbF,"转发理由://@X玖少年团肖战DAYTOY:平凡中有不凡。1月22日走进#电影武汉日夜#，向抗疫英雄致敬！  
原始用户: 中国电影报道
转发内容: #武汉日夜融媒体首映直播##武汉日夜首映# 以平凡见证不凡，以真实演绎了不起的中国奇迹！这是中国人的坚强和善良，这是属于我们的中国故事！以爱之名，无畏前行，致敬英雄，向阳而生！#电影武汉日夜#1月22日全国上映，@X玖少年团肖战DAYTOY 邀您观影，重温感动、见证温暖，真情告白“有你真好”！  原图 ",,无,http://wx2.sinaimg.cn/large/001nokOGgy1gmplmomtcoj60u01hckjm02.jpg,False,无,无,2021-01-22 09:18,Android,9,5,1
JEjUEv6Gy,"转发理由://@X玖少年团肖战DAYTOY:#国家公祭日# 铭记历史，珍爱和平，吾辈当自强！  
原始用户: 央视新闻
转发内容: 【今日，请一起转发！铭记！为30万遇难同胞！】今天，南京大屠杀死难者#国家公祭日#。在那场持续6周的人间浩劫里，#南京大屠杀每隔12秒就有一人遇难#。今天，我们以国之名悼念逝者！不为延续仇恨，只为警醒：吾辈自强！  原图 ",,无,http://wx4.sinaimg.cn/large/002TLsr9ly1glliihfsrsj60u01i64r102.jpg,False,无,无,2021-01-22 09:18,Android,2,4,0
JEjUD2END,@X玖少年团肖战DAYTOY 我在#明星势力榜#内地榜上为你加油啦，你是我今生唯一的执著哦。棒棒哒！明星势力榜第1位   ,,无,无,True,无,无,2021-01-22 09:18,Android,3,1,0
JEjUBvBoo,"转发理由:@X玖少年团肖战DAYTOY 我永远支持你！我们一起拿下 #明星势力榜# 第一名！//@X玖少年团肖战DAYTOY:平凡中有不凡。1月22日走进#电影武汉日夜#，向抗疫英雄致敬！  
原始用户: 中国电影报道
转发内容: #武汉日夜融媒体首映直播##武汉日夜首映# 以平凡见证不凡，以真实演绎了不起的中国奇迹！这是中国人的坚强和善良，这是属于我们的中国故事！以爱之名，无畏前行，致敬英雄，向阳而生！#电影武汉日夜#1月22日全国上映，@X玖少年团肖战DAYTOY 邀您观影，重温感动、见证温暖，真情告白“有你真好”！  原图 ",,无,http://wx2.sinaimg.cn/large/001nokOGgy1gmplmomtcoj60u01hckjm02.jpg,False,无,无,2021-01-22 09:18,明星势力榜,3,1,0
JEjUs3nGa,我刚刚在#星光大赏# 为 @X玖少年团肖战DAYTOY  贡献星光，一起@腾讯视频 送我去现场为爱豆打call！ 星光大赏星光能量榜  ,,无,无,True,无,无,2021-01-22 09:17,能量榜,0,0,0
JEjUk5K1U,"我为@X玖少年团肖战DAYTOY  贡献星光，疯狂艾特@腾讯视频,快送我去#星光大赏# 现场为爱豆打call！ 星光大赏星光能量榜  ",,无,无,True,无,无,2021-01-22 09:17,Android,2,0,0
JEjOCnmjk,"转发理由:当然是肖战和红海的同框喽！  
原始用户: CCTV电视剧
转发内容: #剧然还没睡#来破次元壁吧！你最想看到____和_____的同框！  ",,无,无,False,无,无,2021-01-22 09:03,Android,40,105,16
JEgw9wl2C,咋那么皮呀~晚安#肖战# 分享@X玖少年团肖战DAYTOY 的@绿洲 动态：没想到吧绿洲  [组图共2张] 原图 ,,"http://ww3.sinaimg.cn/large/006YX2hmly1gmvsjaqbh7j30zk0zkk4g.jpg,http://ww3.sinaimg.cn/large/006YX2hmly1gmvsjb1o42j31970qt7az.jpg",无,True,无,无,2021-01-22 00:39,Android,33,5,8
JEgk3cR81,"转发理由:见者，赶紧动手❗ 必须清理  
转发内容: 抱歉，由于作者设置，你暂时没有这条微博的查看权限哦。查看帮助：http://t.cn/RfdBWwP  ",,无,无,False,无,无,2021-01-22 00:09,Android,7,16,1
JEgiukLJS,"转发理由:品牌，见转❗ //@惊世公子:感谢@COUGHINVAIN 分享@X玖少年团肖战DAYTOY 佩戴#COUGHINVAIN# 经典系列缺口项链，很好看  
原始用户: COUGHINVAIN
转发内容: #肖战[超话]# 佩戴 #COUGHINVAIN# 经典系列缺口项链 拍摄广告。  [组图共2张] 原图 ",,无,"http://ww3.sinaimg.cn/large/e45b3e4agy1gmve1j6hdyj20j60yhn0o.jpg,http://ww1.sinaimg.cn/large/e45b3e4agy1gmve1me8s5j20m80m8gmf.jpg",False,无,无,2021-01-22 00:06,Android,9,47,3
JEfYBgBJv,"#肖战最好的你[超话]##肖战正能量艺人# xz#肖战# [衰]耗子不稳……睡前求一波🐰🐰谢谢！@X玖少年团肖战DAYTOY 肖战优秀,肖战正能量艺人  原图 ",,http://wx2.sinaimg.cn/large/006YX2hmly1gmvq59vpz2j30qo0m2wfg.jpg,无,True,无,无,2021-01-21 23:17,肖战最好的你超话,62,1,384
JEfxEcRXo,#肖战[超话]##肖战 我也不知道画了个啥# xz#肖战蒙牛乳业品牌代言人# 演员肖战，一人千面，演技着实令人惊叹[赞]敬请期待肖战待播剧《斗罗大陆》《余生请多指教》@X玖少年团肖战DAYTOY   榴莲是只小猫咪的微博视频  ,,无,无,True,"http://f.video.weibocdn.com/3eaWnlWRlx07CVO0JSVa01041200S0CM0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=1621fcd5d40969f1c74e6b06e52fcd54&Expires=1616315815&ssig=YSLvNHJn54&KID=unistore,video",无,2021-01-21 22:10,肖战超话,26,5,7
JEfv5vYPZ,"转发理由:动物不都这样，一旦欲求不满……#肖战相爱后动物感伤# #肖战 我也不知道画了个啥#   
转发内容: 抱歉，由于作者设置，你暂时没有这条微博的查看权限哦。查看帮助：http://t.cn/RfdBWwP  ",,无,无,False,无,无,2021-01-21 22:04,Android,21,11,5
JEftkx7PD,"转发理由:新口味每个ID限购一份！？#肖战代言真果粒#xz zz#肖战蒙牛乳业品牌代言人#   
原始用户: 你该美丽中带着刺
转发内容: #肖战真果粒代言人# 小果粒来了宝宝们，可不要忘了可可爱爱的小果粒啊，一碗水端平，新品全力支持！！！今晚零点新口味【红柚四季春】来啦每个id限购一份！有立牌送！！！【2月会补款，到时候大家互相提醒！】#肖战蒙牛乳业品牌代言人# @真果粒  [组图共2张] 原图 ",,无,"http://ww4.sinaimg.cn/large/007aIu3Uly1gmve715jakj30pi15646f.jpg,http://ww2.sinaimg.cn/large/007aIu3Uly1gmve71uijnj30u01lw1kx.jpg",False,无,无,2021-01-21 22:00,Android,10,5,2
JEfsDBUyV,"转发理由:霸总！这是要人命#肖战 我也不知道画了个啥#xz #肖战光点#   
原始用户: Kirahi-LOEY
转发内容: 有战哥@X玖少年团肖战DAYTOY 照片我就能脑补出一万本总裁文的封面#肖战余生请多指教##我画的就是肖战#  原图 ",,无,http://wx4.sinaimg.cn/large/006gCwXfly1gmvk67qvz7j30u01lzazu.jpg,False,无,无,2021-01-21 21:58,Android,19,6,0
JEfrvB4eM,"转发理由:  
原始用户: 快雪时晴-tutu
转发内容: #肖战 我也不知道画了个啥#肖战 我也不知道画了个啥肖战，你画的太好看啦！这是画的我和哥哥么？！#肖战蒙牛乳业品牌代言人#肖战蒙牛乳业代言人 @X玖少年团肖战DAYTOY  原图 ",,无,http://wx4.sinaimg.cn/large/008dA8bely1gmvn30wszwj30jf0qj40a.jpg,False,无,无,2021-01-21 21:55,Android,3,0,0
JEfnbCBOd,#肖战[超话]##支持肖战影视综艺# xz#肖战 我也不知道画了个啥#   演员肖战，不畏寒夜，不畏坎坷，不惧磨砺，不惧挑战[鲜花]@X玖少年团肖战DAYTOY 最美表演的微博视频  ,,无,无,True,无,无,2021-01-21 21:44,肖战超话,26,4,5
JEf3AzWkE,"转发理由:#肖战 我也不知道画了个啥# #肖战正能量艺人#   
原始用户: 兔毛栽培队
转发内容: #肖战 我也不知道画了个啥# 哎呀我们的小画家肖战又上线啦~让我看看肖小画家这次画的是什么~大概也是肖战哥哥本人了吧！真的太帅气啦让兔毛不得不再一次翻翻我们肖小画家之前画的每一幅小画啦~都是来自肖战哥哥寄出来的明信片呀#肖战正能量艺人# @X玖少年团肖战DAYTOY  [组图共9张] 原图 ",,无,"http://ww1.sinaimg.cn/large/005AnxLoly1gmvle2pwaxj30qm0x80vc.jpg,http://ww4.sinaimg.cn/large/005AnxLoly1gmvldb1wjij30qo0qotas.jpg,http://ww2.sinaimg.cn/large/005AnxLoly1gmvldp5ssij30qo0yvabe.jpg,http://ww2.sinaimg.cn/large/005AnxLoly1gmvldplj5oj30qo0z40uu.jpg,http://ww2.sinaimg.cn/large/005AnxLoly1gmvldq07a8j30qo0ptacx.jpg,http://ww2.sinaimg.cn/large/005AnxLoly1gmvldc77cnj30qo0qo77j.jpg,http://ww2.sinaimg.cn/large/005AnxLoly1gmvldd3ry3j30u01hhq94.jpg,http://ww2.sinaimg.cn/large/005AnxLoly1gmvlddqqh0j30u01hjn5g.jpg,http://ww4.sinaimg.cn/large/005AnxLoly1gmvlde8vynj31820req7h.jpg",False,无,无,2021-01-21 20:56,Android,8,2,1
JEf0gAg16,#肖战[超话]##肖战 我也不知道画了个啥#xz#肖战# [心]画了个肌肉兔……还带个防伪标痣，果然是一个有趣的灵魂！@X玖少年团肖战DAYTOY  [组图共3张] 原图 ,,"http://ww4.sinaimg.cn/large/006YX2hmly1gmvlu54pidj30tz1h91as.jpg,http://ww3.sinaimg.cn/large/006YX2hmly1gmvlu3hj30j30u00ub7bn.jpg,http://ww1.sinaimg.cn/large/006YX2hmly1gmvlu5ye14j30tz0t47e2.jpg",无,True,无,无,2021-01-21 20:48,肖战超话,72,17,19
JEeQEh7M1,"转发理由:把备注刻进脑子里，默默支持#支持肖战代言#   
原始用户: 来一碗星辰
转发内容: 简单点就是，肖战是蒙牛品牌代言人，和各支线代言人不冲突，买蒙牛品牌所有产品都可，可以跟着肖战买主推款，但无论买啥都记得备注肖战粉小飞侠。  ",,无,无,False,无,无,2021-01-21 20:24,Android,20,9,2
JEeDh71nd,"转发理由:可以看到明显的肌肉哦#肖战# @X玖少年团肖战DAYTOY #肖战正能量艺人#   
原始用户: 1005号肥虾饲养部
转发内容: #肖战# 虾圈最大产出最新作品来袭这么帅气画的是谁呢分享@X玖少年团肖战DAYTOY 的@绿洲 动态：我也不知道画了个啥绿洲  原图 ",,无,http://wx1.sinaimg.cn/large/005CBpauly1gmvjxp1epgj30u00u0ju5.jpg,False,无,无,2021-01-21 19:51,Android,61,229,49
JEeAwjiMv,想发啥就发啥，你开心就好分享@X玖少年团肖战DAYTOY 的@绿洲 动态：我也不知道画了个啥绿洲  原图 ,,http://wx2.sinaimg.cn/large/006YX2hmly1gmvjzptzg4j30u00u0ju5.jpg,无,True,无,无,2021-01-21 19:45,Android,32,7,7
JEex25M2x,"转发理由:#肖战蒙牛乳业品牌代言人#  在肖战的引导下，肖战粉丝小飞侠必定坚持公益之心，用实际行动证明，传递爱与温暖。 #肖战粉丝公益倡导# 也祝@蒙牛乳业 蒸蒸日上，牛气冲天  
原始用户: 护兔联盟1005
转发内容: #肖战蒙牛乳业品牌代言人# #肖战粉丝公益倡导# 恭喜我们肖战@X玖少年团肖战DAYTOY 成为蒙牛乳业品牌代言人，经济独立的护兔姐姐们购买210套，共2520箱蒙牛纯牛奶，总金额120960元（十二万零九百六十元）以表祝福。2021年，护兔联盟将开启“共享蒙牛营养，牛年顺利健康”公益计划，将这2520箱纯牛奶分批次分不同地方赠送至养老院，福利院以及环卫工人，留守儿童等人群手中。在肖战的影响下，肖战粉丝小飞侠将始终坚持公益事业的赤子之心，传递爱与温暖。愿所有天生要强的善良人，在2021年牛气冲天，顺顺利利，健健康康。@肖战工作室 @蒙牛乳业 @牛蒙蒙官方微博 #牛蒙蒙送礼排面大#         [组图共4张]      原图                     ",,无,"http://ww1.sinaimg.cn/large/008cdcEEgy1gmvhg0g7u6j30u01jf7d9.jpg,http://ww4.sinaimg.cn/large/008cdcEEgy1gmvhg12692j30u01ju127.jpg,http://ww2.sinaimg.cn/large/008cdcEEgy1gmvhg1ia9pj30u01d6do5.jpg,http://ww2.sinaimg.cn/large/008cdcEEgy1gmvhbxgx0ej30u01hcdow.jpg",False,无,无,2021-01-21 19:36,Android,37,75,14
